title,description
코리안더비 무산…손흥민 교체 나가자 황희찬 투입,"요약 손흥민, 한 차례 골대 강타…평점 6.5 황희찬, 후반 36분 교체 투입 약 10분 소화…평점 6.0 케인 결승골 앞세워 토트넘이 1-0 승리 [서울=뉴시스]박지혁 기자 = 기대를 모았던 한국 축구의 간판 공격수 손흥민... "
'손흥민 향한 인종 차별'에 강력 조치할 것,"손흥민을 향한 첼시 팬의 인종차별적인 행위가 논란이 된 가운데, 첼시 구단이 강력한 대응에 나섰습니다. 하성룡 기자입니다. 나흘 전 첼시 원정에서 손흥민이 코너킥을 차러 이동하자 한 관중이 눈을 옆으로 찢는... "
"손흥민 노린 인종차별 행위에 첼시 성명 ""무관용 대응할 것""",잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 손흥민(30)을 겨냥해 '눈을 찢는' 인종차별적... 후반 손흥민이 코너킥을 차러 이동하다가 일부 홈팬의 인종차별 행위와 맞닥뜨렸다고 보도했다. 실제로 경기... 
"토트넘 손흥민, 주장 요리스 골키퍼와 말다툼…""침착하라""",손흥민 / 사진=손흥민 인스타그램 잉글랜드 프로축구 프리미어리그(EPL) 토트넘 홋스퍼의 손흥민(30)이 소속팀 주장인 위고 요리스(36·프랑스) 골키퍼와 경기 도중 언쟁을 벌였다. 지난 21일 뉴시스의 보도에 따르면 영국... 
손흥민 vs 황희찬 시즌 첫 코리안더비 무산,춘천 듀오 손흥민(토트넘)과 황희찬(울버햄프턴)의 시즌 첫 코리안더비가 엇갈린 가운데 토트넘이 케인의... 이날 팬들의 기대를 모았던 춘천 듀오 손흥민-황희찬의 코리안더비는 엇갈린 출전 때문에 무산됐다.... 
"‘손흥민 침묵’ 토트넘 케인, 리그 단일 클럽 최다 185호 골 신기록",토트넘의 손흥민(30)이 골 침묵을 이어간 가운데 동료 해리 케인은 토트넘 소속으로 리그 185번째 골을 기록해 프리미어리그 역대 단일 클럽 최다 골 새 기록을 썼습니다. 울버햄프턴 황희찬(26)은 손흥민의 교체 아웃 5분... 
"손흥민 향해 ‘눈 찢기 인종차별’ 첼시 팬, 무기한 출입금지",손흥민(30·토트넘)에게 인종차별을 한 잉글랜드 프로축구 프리미어리그(EPL) 첼시 팬이 무기한 경기장... 손흥민은 지난 15일 영국 런던의 스탬포드 브리지에서 열린 첼시와의 경기 도중 관중석의 한 첼시 팬으로부터... 
"손흥민 또 인종차별 당했다…""첼시전 조사 착수""","손흥민(30·토트넘)이 잉글랜드 프리미어리그(EPL) 경기 중 인종차별 행위로 피해를 입었다는 현지 보도가... 경기에서 손흥민을 겨냥한 인종차별 행위가 발생한 정황을 포착하고 조사에 착수했다""고 전했다. 매체에... "
"아무도 몰랐던 손흥민-요리스 충돌...""거의 2차전 발발할 뻔""",중계 화면에는 잡히지 않았지만 손흥민과 위고 요리스가 경기 중 사소한 충돌이 있었던 것으로 알려졌다.... 요리스와 손흥민은 토트넘 핵심 선수답게 이번 경기에서도 선발로 출장했다. 좌측 윙포워드로 출장한 손흥민은... 
"[오피셜] ""무기한 출입금지""...첼시, '손흥민 인종차별' 팬에 '철퇴'",첼시가 손흥민을 향해 인종차별 행위를 했던 팬에게 경기장 무기한 출입금지라는 철퇴를 내렸다. 첼시는... 첼시와 토트넘의 경기에서 첼시의 한 남성 팬이 손흥민에게 인종차별 행위를 한 것이 밝혀져 논란이 됐다. 당시... 
"'3경기 연속 골 사냥 실패' 손흥민, 평점 6.5점","손흥민(30, 토트넘 홋스퍼)이 두 경기 연속 6점대 평점을 받았다. 손흥민은 20일(한국시간) 영국 런던 토트넘 홋스퍼 스타디움에서 열린 2022-2023시즌 잉글랜드 프리미어리그 3라운드 울버햄프턴 원더러스와 홈... "
"EPL 첼시, 손흥민에 인종 차별한 팬에게 무기한 출입 금지 징계",잉글랜드 프리미어리그 첼시가 경기 도중 손흥민 선수에 대해 인종 차별 행위를 한 팬에게 경기장 무기한... 지난 15일 영국 런던의 스탬퍼드 브리지에서 열린 첼시와 토트넘의 경기 도중 토트넘의 손흥민은 첼시 홈... 
"또 싸울 뻔...손흥민, 경기 중 요리스와 언쟁","과거 크게 충돌했던 손흥민과 위고 요리스가 또 한 번 경기 중 언쟁을 벌였다. 토트넘 홋스퍼 소식에 정통한 알레스데어 골드 기자는 21일(한국시간) SNS에 ""울버햄튼 원더러스 전에서 경기 중 요리스가 손흥민에게... "
"손흥민 인종차별 당하자…서경덕 ""아시아인 모독행위, 강력처벌하라""","손흥민(토트넘 홋스퍼) 선수를 향한 인종차별 행위가 공분을 불러일으키고 있는 가운데 서경덕 성신여대... 있는가""라며 ""이건 손흥민뿐만 아니라 아시아인 전체를 모독하는 행위다. 첼시 구단과 EPL 사무국은 철저한... "
"첼시, 손흥민 향해 눈 찢은 팬에게 '무기한 경기장 출입금지'",잉글랜드 프리미어리그(EPL) 첼시가 경기 중 손흥민(토트넘)에게 인종차별적 행위를 한 팬에게 무기한... 당시 손흥민이 코너킥을 차기 위해 첼시 팬들 앞으로 이동했는데 한 첼시 팬이 눈을 찢는 등 인종차별 행위를... 
"첼시, 손흥민에 인종 차별한 팬에게 무기한 출입금지 징계",잉글랜드 프리미어리그 첼시가 경기 도중 손흥민에 대해 인종 차별을 한 팬에게 무기한 경기장 출입 금지... 손흥민은 지난 15일 첼시와의 원정 경기에서 코너킥을 차기 위해 이동할 때 한 남성이 관중석에서 상의를 벗고... 
"안 풀리는 손흥민, 주장 요리스와 언쟁까지…팀은 1-0 승리","개막 3경기 째 무득점에 그치고 있는 손흥민(토트넘)이 팀 주장이자 주전 골키퍼인 위고 요리스와 경기 도중 언쟁을 벌인 사실이 드러났다. 영국 축구 전문 매체 풋볼 런던은 21일 ""손흥민과 요리스가 울버햄프턴전에서... "
"김민재, 세리에A 데뷔골 작렬… 손흥민-황희찬보다 빨랐다","수비수임에도 불구, 유럽 5대 빅리그에서 뛰는 손흥민(토트넘 홋스퍼), 황희찬(울버햄튼) 등 ‘코리안 리거’보다 먼저 마수걸이 골을 넣었다. 빅리그에서 뛰는 한국 선수 중 김민재보다 먼저 득점한 선수는 독일... "
"EPL 첼시, 손흥민 인종차별 조사개시",18일 손흥민(30·토트넘)에 대한 인종차별 행위에 대한 조사를 시작했다고 발표했다. 첼시는 지난 15일 2022-23 EPL 2라운드 홈경기에서 토트넘과 2-2로 비겼다. 구단 측은 후반 코너킥 키커로 나선 손흥민을 향한... 
"노팅엄포레스트·토트넘 경기일정 '손흥민 첫골' 도전, 무료유료중계채널은",손흥민 (출처=토트넘SNS) 토트넘 손흥민의 첫골이 관심사다. 프리미어리그 토트넘 경기일정에서 3라운드까지 손흥민은 골 맛을 보지못했다. 1라운드에서 사우샘프턴과 경기결과는 4대1로 승리하며 손흥민은... 
손흥민 인종차별한 팬 손절한 첼시,손흥민 인종차별한 팬 손절한 첼시 잉글랜드 프리미어리그(EPL) 경기 중 손흥민 선수(30·토트넘)에게 인종 차별을 한 첼시 팬이 무기한 경기장 출입 금지 징계를 받았다. 잉글랜드 프리미어리그 첼시 구단은 21일(현지... 
"'인종차별에 요리스와 언쟁까지' 폼 떨어진 손흥민, 2경기 연속 교체 의미는?","손흥민(30, 토트넘)의 새 시즌 출발이 순탄치 않다. 토트넘 홋스퍼는 20일 오후 8시30분(이하 한국시간) 영국... 후반 19분 왼쪽 측면에서 손흥민이 날카로운 코너킥을 올렸고 페리시치가 머리를 갖다 댔다. 공은 이후... "
"""경기 보러 오지마"" 손흥민 인종 차별한 팬, 무기한 출입금지 징계",잉글랜드 프리미어리그(EPL) 첼시가 경기 도중 손흥민(토트넘)에게 인종 차별을 한 팬에게 강력한 징계를... 앞서 손흥민은 지난 15일 영국 런던의 스탬포드 브리지에서 열린 첼시와 원정 경기서 첼시 홈 팬으로부터 인종... 
"손흥민 인종차별 팬, 경기장 출입금지",춘천 출신 손흥민(30·토트넘)에게 인종차별 제스처를 한 팬이 다시는 경기장에 들어올 수 없게 됐다.... 첼시의 홈에서 열린 이 경기에서 토트넘의 전담 키커인 손흥민은 코너킥을 차기 위해 그라운드 구석으로 향했다.... 
"첼시 ""손흥민에 '눈 찢기' 관중, 경기장 영구 출입금지""","▲ 손흥민 선수에 인종차별 행위를 하는 영국 팬 (사진, 서경덕 교수 제공) 잉글랜드 프로축구 프리미어리그(EPL) 첼시가 경기 중 손흥민(30·토트넘)에게 인종 차별적 행위를 한 팬에 대해 경기장 출입을 무기한 금지한다고... "
"김민재, 2경기만에 데뷔골…""손흥민·황희찬보다 빨랐다""","이번 시즌 손흥민과 황희찬 모두 아직 마수걸이 골을 넣지 못했는데, 이탈리아 나폴리로 이적한 '괴물 수비수' 김민재가 리그 두 경기 만에 골맛을 봤습니다. 안정적인 수비력에, 득점능력까지, 그야말로 적응이 필요없는... "
"손흥민 향한 인종차별 행위에 첼시 성명 ""무관용 대응""",잉글랜드 프로축구(EPL) 첼시가 토트넘전에서 손흥민을 겨냥해 인종차별적 제스처를 한 팬에게 강력한... 스포츠매체 디애슬래틱은 지난 15일 첼시와 토트넘의 경기 후반 손흥민이 코너킥을 차러 이동하다가 일부 홈팬이... 
"'손흥민에 눈 찢기 행위' 첼시 팬, 무기한 출입금지",최근 잉글랜드 프리미어리그 경기 도중 관중석에서 손흥민을 상대로 인종차별 행위를 자행한 첼시 팬이... 해당 팬은 지난 15일 토트넘과의 홈 경기에서 손흥민이 코너플래그로 가던 순간 상의를 벗고 눈을 옆으로 찢는... 
"손흥민, 토트넘 주장 요리스와 울버햄튼 전에서 언쟁…2020년에도 충돌","손흥민(30)이 소속팀 잉글랜드 프리미어리그 토트넘에 주장이자 주전 골키퍼인 위고 요리스(36·프랑스)와 경기 도중 언쟁을 벌였다. 영국 축구 전문 매체 풋볼 런던은 21일 ""손흥민과 요리스가 전날 열린 울버햄프턴과... "
"손흥민 앞에서 눈 찢은 축구팬 최후…EPL 첼시, “무기한 출입금지”징계",경기 도중 손흥민(30)에 대해 인종 차별을 한 팬이 잉글랜드 프로축구 프리미어리그 구단 첼시로부터 무기한... 15일 영국 런던의 스탬퍼드 브리지에서 열린 첼시와 토트넘의 경기 도중 토트넘의 손흥민은 첼시 홈... 
"""손흥민 향한 인종차별, 강력히 처벌해야""…서경덕, EPL 전 구단에 항의","나온 손흥민(토트넘)을 향한 인종차별에 대해 항의했다. 일부 첼시 팬들은 지난 15일(이하 한국시간) 영국 런던 스탬포드브릿지에서 열린 첼시와 토트넘의 경기 도중, 손흥민이 코너킥을 차기 위해 관중석과 가까운... "
"‘코리안 더비 불발’ 손흥민·황희찬, 모두 웃지 못했다",기대를 모았던 손흥민(토트넘)과 황희찬(울버햄튼)의 ‘코리안 더비’가 불발되며 아쉬움을 샀다. 잉글랜드 프리미어리그(EPL) 무대를 동시에 누비고 있는 손흥민과 황희찬은 20일(한국시각) 영국 런던의 토트넘 홋스퍼... 
"손흥민 향해 눈찢기… 서경덕 “아시아인 모독, 엄벌해야”",잉글랜드 프리미어리그(EPL)에서 뛰고 있는 손흥민(토트넘 홋스퍼) 선수가 경기 중 또 다시 인종차별 피해를... “이건 손흥민뿐만 아니라 아시아인 전체를 모독하는 행위”라고 비판했다. 서 교수는 이어 “첼시 구단과... 
"첼시, 손흥민에 인종차별 행동 팬에게 '무기한 출입금지'",잉글랜드 프로축구 프리미어리그 첼시가 경기 도중 손흥민에 대해 인종 차별적 행동을 한 팬에게 무기한... 첼시전에서는 손흥민이 코너킥을 차기 위해 이동할 때 한 남성이 관중석에서 상의를 벗고 눈을 옆으로 찢는... 
"'골대 강타' 손흥민, 울버햄튼전 평점 6.5점... 황희찬은 6점",슈팅이 골대를 강타하는 등 울버햄튼전에서 아쉬움을 삼킨 손흥민(30·토트넘)이 6.5점의 평점을 받았다. 경기 막판 교체로 나선 황희찬(26·울버햄튼)의 평점은 6점이었다. 손흥민은 20일 오후 8시 30분(한국시간) 영국... 
손흥민 또 ‘눈찢’ 당했다,잉글랜드 프로축구 프리미어리그(EPL) 첼시가 토트넘전에서 손흥민(30)을 향한 인종차별이 이뤄졌을... 후반 손흥민이 코너킥을 차러 이동하다가 일부 홈팬의 인종차별 행위와 맞닥뜨렸다고 전했다. 첼시와 토트넘은... 
"손흥민 인종차별 첼시 팬 영구 출입금지에 서경덕 ""좋은 선례""","손흥민 선수에 대한 인종차별 사건에 대해 첼시 구단이 해당 팬을 영구 출입 금지 조치한 것과 관련, 서경덕... 그는 지난해 4월 맨체스터 유나이티드 팬들이 손흥민 인종차별 트윗을 올려 경찰이 수사해 12명에게 사과... "
"손흥민, 시즌 첫 골 연기...황희찬과 맞대결 무산","토트넘의 손흥민이 팀 승리를 도왔지만, 시즌 첫 골 사냥에 아쉽게 실패했습니다. 울버햄프턴의 황희찬이 후반 교체 출전하면서 두 선수의 맞대결은 이뤄지지 않았습니다. 신윤정 기자가 보도합니다. [기자] 손흥민은... "
"손흥민 노린 인종차별 행위에 첼시 성명 ""무관용 대응할 것""",잉글랜드 프리미어리그 첼시가 토트넘전에서 손흥민을 겨냥해 '눈을 찢는' 인종차별적 제스처를 한 팬에게... 후반 손흥민이 코너킥을 차러 이동하다가 일부 홈팬의 인종차별 행위와 맞닥뜨렸다고 보도했습니다. 실제로... 
"첼시, 손흥민 인종차별한 팬에 무기한 경기장 출입금지 징계",잉글랜드 프로축구 프리미어리그 구단 첼시가 경기 도중 손흥민(30·토트넘 홋스퍼)에 대해 인종 차별을 한... 손흥민은 15일 영국 런던의 스탬퍼드 브리지에서 열린 첼시와의 경기 도중 첼시 홈 팬으로부터 인종 차별... 
"""손흥민 인종차별, 강력히 처벌해야""..서경덕, EPL 전 구단에 항의","손흥민 선수가 잉글랜드 프리미어리그 첼시와의 경기 도중 상대팀 팬으로부터 인종차별을 당한 것과 관련해... 서경덕 교수는 항의 메일에서 ""이번 사건은 손흥민 선수뿐 아니라 아시아인 전체를 모독하는 행위다. 첼시... "
